Sender,Title,Incipit,Reference,Cited names,Subject,Places
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Ferroni Giuseppe, [post 15 maggio 1685].
","Tipologia: letteraIncipit: ""Tutto il segreto dentro la figuretta ondeggiante sul bilico senza mai cadere...""Minuta autografa scritta sul verso di un foglio con l'indirizzo del Viviani
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 21, c. 64r<br/>
</td>","Ferroni, Giuseppe, 1628-1709,  (destinatario.)
","*Fisica.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Marsili Luigi Ferdinando, 1 luglio 1684.
","Tipologia: letteraIncipit: ""Qual se ne sia la cagione, non prima di ieri su le 20 ore, dalla camera del Signor Principe Giovanni Gastone...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 22, c. 66r-67r<br/>
</td>","Marsili, Luigi Ferdinando, 1658-1730,  (destinatario.)
Gian Gastone, granduca di Toscana, 1671-1737,  (citato.)
","*Esperimenti.
","*Firenze  (provenienza.)*Venezia  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Marsili Luigi Ferdinando, 1 luglio 1684.
","Tipologia: letteraIncipit: ""Qual se ne sia la cagione, non prima di ieri su le 20 ore, dalla camera del Signor Principe Ferdinando...""Minuta autografa simile alla precedente
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 23, c. 68r-69v<br/>
</td>","Medici, Ferdinando de' III,  (citato.)
Marsili, Luigi Ferdinando, 1658-1730,  (destinatario.)
","*Esperimenti.
","*Firenze  (provenienza.)*Venezia  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Ceva Giovanni, 11 novembre 1685.
","Tipologia: letteraIncipit: ""Per l'amore intenso che ho avverso alle matematiche è stato di tal tempra così staccato...""Minuta autografaPubbl. in: A. Pascal, Giovanni Ceva e il suo carteggio inedito con Vincenzo Viviani, in Annali di matematica pura ed applicata, s. 3, t. 24 (1915), p. 299-300
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 24, c. 70r<br/>
</td>","Ceva, Giovanni, 1647-1734,  (destinatario.)
","*Argomenti privati.
","*Mantova  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Thevenot Melchisédec, 1 maggio 1686.
","Tipologia: letteraIncipit: ""Dal Signor Auzout che ultimamente passò da Firenze per Roma intesi con infinito piacere...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 25, c. 71r-74v<br/>
</td>","Thévenot, Melchisédech, 1620-1680,  (destinatario.)
Auzout, Adrien, 1622-1691,  (citato.)
Teofili, Giovanni Battista, sec. XVI,  (citato.)
Mabillon, Jean, 1632-1707,  (citato.)
Tassoni, Jacopo, sec. XVII,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Parigi  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Giordani Vitale, 4 aprile 1689.
","Tipologia: letteraIncipit: ""Dal Signor Avvocato Neroni fui l'altra mattina favorito a nome di V. S. Eccellentissima d'un esemplare dell'opera...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 26, c. 75r-v<br/>
</td>","Galilei, Galileo, 1564-1642,  (citato.)
Giordani, Vitale, 1633-1711,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Molara Bruto (della), 24 agosto 1689.
","Tipologia: letteraIncipit: ""Duolmi sentire le difficoltà ch'ella ha finora incontrato intorno alla soluzione del problema, ma non per quello...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 27, c. 76r<br/>
</td>","Molara, Bruto della, 1639-1685,  (destinatario.)
","*Matematica.
","*Poggio a Caiano  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Panciatichi Francesco, 21 settembre 1689.
","Tipologia: letteraIncipit: ""Se, come si dice, è un cattivo sordo colui che non vuol sentire, non men cattivo è quello chenon vuol...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 28, c. 77r-84r<br/>
</td>","Panciatichi, Francesco, 1627-1696,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Panciatichi Francesco, 24 settembre 1689.
","Tipologia: letteraIncipit: ""Dal biglietto de' 20 del Serenissimo Signor Principe Cardinale ricevuto con kla favorita di V. S. Illustrissima...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 29, c. 85r-86r<br/>
</td>","De Vecchi, Bernardino, sec. XVII,  (citato.)
Ciaccheri, Giuliano, sec. XVII,  (citato.)
Panciatichi, Francesco, 1627-1696,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)*Artimino  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Panciatichi Francesco, 27 settembre 1689.
","Tipologia: letteraIncipit: ""In questo punto ricevo dal Signor Bernardino de Vecchi l'acclusa dell'Ingegner Ciaccheri...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 30, c. 87r-v<br/>
</td>","De Vecchi, Bernardino, sec. XVII,  (citato.)
Ciaccheri, Giuliano, sec. XVII,  (citato.)
Panciatichi, Francesco, 1627-1696,  (destinatario.)
","*Argomenti privati.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Panciatichi Francesco, 28 settembre 1689.
","Tipologia: letteraIncipit: ""L'avviso che V. S. Illustrissima s'è compiaciuta di darmi con la favoritissima sua di ieri del concerto...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 31, c. 88r<br/>
</td>","De Rossi, Mattia, 1637-1695,  (citato.)
Ciaccheri, Giuliano, sec. XVII,  (citato.)
Panciatichi, Francesco, 1627-1696,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Panciatichi Francesco, 1 ottobre 1689.
","Tipologia: letteraIncipit: ""Dall'acclusa che ricevo adesso per via di Siena, sentirà V. S. Illustrissima che a quest'ora saranno...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 32, c. 89r-v<br/>
</td>","Panciatichi, Francesco, 1627-1696,  (destinatario.)
De Rossi, Mattia, 1637-1695,  (citato.)
Carducci, Giovanni, sec. XVII,  (citato.)
Ciaccheri, Giuliano, sec. XVII,  (citato.)
Bartoli, Antonio Felice, sec. XVII,  (citato.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Panciatichi Francesco, 5 ottobre 1689.
","Tipologia: letteraIncipit: ""Sopra il partecipatomi benignamente da V. S. Illustrissima col foglio che accluso le rimetto, altro...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 33, c. 90r-v<br/>
</td>","Quaratesi, sec. XVII,  (citato.)
Panciatichi, Francesco, 1627-1696,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)*Artimino  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Gondi Carlo Antonio, 29 ottobre 1689.
","Tipologia: letteraIncipit: ""Il pensiero del Gran Duca Serenissimo significatomi colla favorita lettera di V. S. Illustrissima di questa mattina...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 34, c. 91r<br/>
</td>","Angeli, Stefano degli, 1623-1697,  (citato.)
Gondi, Carlo Antonio, sec. XVII,  (destinatario.)
","*Argomenti privati.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Gondi Carlo Antonio, 10 novembre 1689.
","Tipologia: letteraIncipit: ""Il sabato prossimo passato, con partecipazione, e permissione del Gran Duca Serenissimo...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 35, c. 93r-v<br/>
</td>","Capponi, Ferrante, 1611-1689,  (citato.)
Gondi, Carlo Antonio, sec. XVII,  (destinatario.)
","*Argomenti privati.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Panciatichi Francesco, 20 dicembre 1689.
","Tipologia: letteraIncipit: ""Con tutte le nostre buone levate della mattina, et il tempo assai quieto goduto nel viaggio...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 36, c. 94r-95r<br/>
</td>","Zefferini,  (citato.)
Panciatichi, Francesco, 1627-1696,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Panciatichi Francesco, 27 dicembre 1689.
","Tipologia: letteraIncipit: ""Dal Signor Abate Quaratesi intenderà V. S. Illustrissima con lettere di questa sera ciò ch'io medesimo...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 37, c. 96r<br/>
</td>","Ciaccheri, Giuliano, sec. XVII,  (citato.)
Panciatichi, Francesco, 1627-1696,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Baldigiani Antonio, 22 agosto 1690.
","Tipologia: letteraIncipit: ""Ho precisa necessità di carteggiare con la Paternità V. Reverendissima in materia letteraria di gran momento...""Minuta autografaPubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 152-153
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 38, c. 97r<br/>
</td>","Tortori,  (citato.)
Baldigiani, Antonio, 1647-1711,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Baldigiani Antonio, [post 22 agosto 1690].
","Tipologia: letteraIncipit: ""Rendo infinite grazie a  V. P. Reverendissima dell'animo che si compiace darmi di aprirle i sentimenti...""Minuta autografaPubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 153-155
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 39, c. 97v-98v<br/>
</td>","Baldigiani, Antonio, 1647-1711,  (destinatario.)
Torricelli, Evangelista, 1608-1647,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Copernicus, Nicolaus, 1473-1543,  (citato.)
","*Notizie di libri.
","*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Guglielmini Domenico, 2 settembre 1690.
","Tipologia: letteraIncipit: ""Iersera su le due ore di notte nell'uscire dall'audienza di questo Principe Serenissimo intesi...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 40, c. 99r<br/>
</td>","Guglielmini, Domenico, 1655-1710,  (destinatario.)
Viviani,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
Torricelli, Evangelista, 1608-1647,  (citato.)
Aldovrandi,  (citato.)
","*Notizie di libri.
","*Bologna  (destinazione.)
"
"Panzanini, Iacopo, m. 1733,

","Panzanini Iacopo a Caravaggio Pietro Paolo, 3 febbraio 1691 ab Inc. [i.e. 1692].
","Tipologia: letteraIncipit: ""Se V. S. Illustrissima si fosse incontrata a veder nella prefazione al lettore del mio libercolo...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 41, c. 100r-v<br/>
</td>","Caravaggio, Pietro Paolo, 1659-1725,  (destinatario.)
Cardano, Girolamo, 1501-1576,  (citato.)
Capra, Baldassarre, ca. 1580-1626,  (citato.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Milano  (destinazione.)
"
"Panzanini, Iacopo, m. 1733,

","Panzanini Iacopo a Caravaggio Pietro Paolo, 2 febbraio 1691 ab Inc. [i.e. 1692].
","Tipologia: letteraIncipit: ""Il Signor Vincenzo Viviani mio zio per dar materia a me come novizio di speculare, mi porse l'altro giorno...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 42, c. 101r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (citato.)
Caravaggio, Pietro Paolo, 1659-1725,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Gondi Carlo Antonio, 18 giugno 1691.
","Tipologia: letteraIncipit: ""Ho lette e riletta l'informazione che fa a V. S. il Signor Franconi su questa sua pianta, ma non ho ben compresi...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 43, c. 102r-103r<br/>
</td>","Nardi, Giovanni, 1585-1654,  (citato.)
Gondi, Carlo Antonio, sec. XVII,  (destinatario.)
","*Idraulica.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Finetti Andrea, 16 luglio 1691.
","Tipologia: letteraIncipit: ""Averà sentito V. S. Illustrissima dal signor Giovanni Filippo Cecchi come ho concordato...""Minuta autografa. A c. 104v schizzi e calcoli matematici
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 44, c. 104r<br/>
</td>","Finetti, Andrea, sec. XVII,  (destinatario.)
Lorenzini, sec. XVII,  (citato.)
Cecchi, Giovanni Filippo, sec. XVII,  (citato.)
Banelli, Francesco, sec. XVII,  (citato.)
","*Notizie di libri.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Gondi Carlo Antonio, 20 luglio 1691.
","Tipologia: letteraIncipit: ""Per l'indebito abbracciamento della cannuccia fatto far al Nosei dentro al dominio di S. A. S. stimerei...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 45, c. 105r-106v<br/>
</td>","Gondi, Carlo Antonio, sec. XVII,  (destinatario.)
Rosei, Felice, sec. XVII,  (citato.)
De Vecchi, Bernardino, sec. XVII,  (citato.)
Corrado, Giovanni, sec. XVII,  (citato.)
","*Argomenti privati.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Magalotti Lorenzo, 24 luglio 1691.
","Tipologia: letteraIncipit: ""Ho fatto così gran conto delle grandissime riflessioni di V. S. Illustrissima sopra quella voce...""Minuta autografaPubbl. in: Lettere familiari del conte Lorenzo Magalotti, e di altri insigni uomini a lui scritte, Firenze 1769, 51-54
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 46, c. 107r-108r<br/>
</td>","Magalotti, Lorenzo, 1637-1712,  (destinatario.)
Rucellai,  (citato.)
Ferroni, Giuseppe, 1628-1709,  (citato.)
De Vecchi, Bernardino, sec. XVII,  (citato.)
","*Argomenti privati.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Gondi Carlo Antonio, 8 agosto 1691.
","Tipologia: letteraIncipit: ""Ricevei iersera le accluse tre lettere del Signor Nardi di Chiusi al Signor Cavalier de Vecchi...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 47, c. 109r<br/>
</td>","Gondi, Carlo Antonio, sec. XVII,  (destinatario.)
Nardi, Giovanni, 1585-1654,  (citato.)
De Vecchi, Bernardino, sec. XVII,  (citato.)
Ciaccheri, Giuliano, sec. XVII,  (citato.)
","*Argomenti privati.
",
