Sender,Main title,Notes,in:,Related names,subjects,places
"De Stetten, Cristoforo, sec. XVII,

","De Stetten Cristoforo a [non identificato], 18 gennaio 1669.
","Tipologia: letteraIncipit: ""L'Illustrissimo Signor Iacopo Maruccelli ha lasciato qui in Augusta a me...""A cc. 118r e 119r, frontespizio dell' ""Historia et dimostrazioni intorno alle macchie solari"" ed elenco di libriPubbl. in: A. Favaro, Documenti inediti per la storia dei manoscritti galileiani, in Bullettino di bibliografia e di storia delle scienze matematiche e fisiche, XVIII (1885), p. 184-186, n. 61
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 83, c. 117r-119r<br/>
</td>","Della Torre, Filippo, sec. XVII,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
Welser, Marcus, 1558-1614,  (citato.)
Marucelli, Jacopo, sec. XVII,  (citato.)
Viviani, Vincenzo, 1622-1703,  (citato.)
Kepler, Johannes, 1571-1630,  (citato.)
","*Notizie di libri.
","*Augusta  (provenienza.)
"
"Panciatichi, Francesco, 1627-1696,

","Panciatichi Francesco a Michelozzi Antonio, 7 marzo 1669.
","Tipologia: letteraIncipit: ""Il Serenissimo Padrone ha visto attentamente la relazione del Signor Viviani...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 84, c. 120r<br/>
</td>","Michelozzi, Antonio, sec. XVII,  (destinatario.)
","*Idraulica.
","*Pisa  (provenienza.)
"
"Ferroni, Giuseppe, 1628-1709,

","Ferroni Giuseppe a Ferroni Pier Antonio, 1 febbraio 1671.
","Tipologia: letteraIncipit: ""Rispondo con questa a due di Vostra Signoria e godo molto della sua sanità...""Copia della lettera a c. 122r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 85, c. 121r<br/>
</td>","Viviani,  (citato.)
Ferroni, Pier Antonio, sec. XVII,  (destinatario.)
Viviani, Vincenzo, 1622-1703,  (copista.)
","*Argomenti privati.
","*Bologna  (provenienza.)*Firenze  (destinazione.)
"
"Ferroni, Giuseppe, 1628-1709,

","Ferroni Giuseppe a Ferroni Pier Antonio, 1 febbraio 1671.
","Tipologia: letteraIncipit: ""Rispondo con questa a due di Vostra Signoria e godo molto della sua sanità...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 86, c. 122r<br/>
</td>","Viviani,  (citato.)
Ferroni, Pier Antonio, sec. XVII,  (destinatario.)
","*Argomenti privati.
","*Bologna  (provenienza.)*Firenze  (destinazione.)
"
"Grandi, Michele Antonio, sec. XVII,

","Grandi Michele Antonio a Foggini Giovanni Battista, 25 aprile 1671.
","Tipologia: letteraIncipit: ""In risposta della cortesissima di Vostra Signoria delli 20 cadente vedo in quella...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 87, c. 124r<br/>
</td>","Foggini, Giovanni Battista, 1652-1725,  (destinatario.)
","*Argomenti privati.
","*Carrara  (provenienza.)*Firenze  (destinazione.)
"
"Grandi, Michele Antonio, sec. XVII,

","Grandi Michele Antonio a Foggini Giovanni Battista, 11 giugno 1671.
","Tipologia: letteraIncipit: ""Per il Padrone Bastiano di Iacopo dalla Nave li mando il marmo...""Sulla stessa carta avviso di ricevuta di Bastiano di Iacopo dalla Nave datata al 22 giugno 1671
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 88, c. 125r<br/>
</td>","Foggini, Giovanni Battista, 1652-1725,  (destinatario.)
","*Argomenti privati.
","*Livorno  (provenienza.)*Firenze  (destinazione.)
"
"Eschinardi, Francesco, 1623-1703,

","Eschinardi Francesco a Mancini Giovanni Battista, 3 dicembre 1672.
","Tipologia: letteraIncipit: ""Prego Vostra Signoria Illustrissima di far penetrare in qualche modo...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 89, c. 126r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (citato.)
Mancini, Giovanni Battista, sec. XVII,  (destinatario.)
","*Strumenti.
","*Collegio Ibernese  (provenienza.)*Roma  (destinazione.)
"
,"Quaesita circa sonum Pneumaticum.
","Tipologia: manoscrittoTit. origIncipit: ""Post fundamenta huius materiae nuper a me in alio...""Explicit: ""...alia parte ferrum est durius""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 90, c. 127r-134v<br/>
</td>",,"*Fisica.
",
"Guicciardini, Piero, 1560-1626,

","Guicciardini Piero a [non identificato], 11 novembre 1673.
","Tipologia: letteraIncipit: ""Il Padrone Priore suo fratello quale in S. Marco veddi l'altro giorno...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 91, c. 136r-v<br/>
</td>",,"*Argomenti privati.
","*Firenze  (provenienza.)
"
"Ricci, Michelangelo, 1619-1682,

","Ricci Michelangelo a Dalle Mustole Carlo Eligio, 5 febbraio 1674.
","Tipologia: letteraIncipit: ""Queste osservazioni, le quali è piaciuto alla cortesia di Vostra Signoria communicarmi...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 92, c. 137r<br/>
</td>","Dalle Mustole, Carlo Eligio, sec. XVII,  (destinatario.)
Torricelli, Evangelista, 1608-1647,  (citato.)
Huygens, Christiaan, 1629-1695,  (citato.)
Marchetti,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Guerrini, Dionigi, sec. XVII,

","Guerrini Dionigi a [non identificato], 29 giugno 1675.
","Tipologia: letteraIncipit: ""Dal Signor Vincenzo Viviani mi fu mandato il bellissimo suo pensiero...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 93, c. 139r<br/>
</td>",,"*Argomenti privati.
","*Prato  (provenienza.)
"
"Ricci, Michelangelo, 1619-1682,

","Ricci Michelangelo a Marchetti Alessandro, 4 giugno 1675.
","Tipologia: letteraIncipit: ""La singolar gentilezza con la quale Vostra Signoria mi ha favorito de i nuovi Problemi Geometrici...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 94, c. 140r-v<br/>
</td>","Marchetti, Alessandro, 1633-1714,  (destinatario.)
","*Notizie di libri.
","*Frascati  (provenienza.)
"
"Serenai, Lodovico, 1599-1685,

","Serenai Lodovico a [non identificato], 11 agosto 1675.
","Tipologia: letteraIncipit: ""Riverite il Signor Vincenzo Viviani e ditegli che quel Favilli raccomandato...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 95, c. 141r<br/>
</td>","Del Rosso, sec. XVII,  (citato.)
Carnesecchi,  (citato.)
Borromei,  (citato.)
","*Argomenti privati.
","*S. Giovanni Valdarno  (provenienza.)
"
"Averani, Benedetto, 1645-1707,

","Averani Benedetto a Lorenzini Lorenzo, 19 gennaio 1677.
","Tipologia: letteraIncipit: ""I giorni passati ricevei una lettera compitissima dal Signor Vincenzo Viviani alla quale diedi subito risposta...""A c. 143v frammento di sigillo a ceralacca
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 96, c. 142r<br/>
</td>","Lorenzini, Lorenzo, 1650-1721,  (destinatario.)
","*Argomenti privati.
","*Pisa  (provenienza.)*Firenze  (destinazione.)
"
"Grandi, Michele Antonio, sec. XVII,

","Grandi Michele Antonio a Foggini Giovanni Battista, aprile 1677.
","Tipologia: letteraIncipit: ""In risposta della cortesissima di Vostra Signoria vedo con quanta premura mi raccomanda...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 97, c. 144r<br/>
</td>","Foggini, Giovanni Battista, 1652-1725,  (destinatario.)
","*Argomenti privati.
","*Carrara  (provenienza.)*Firenze  (destinazione.)
"
"Grandi, Michele Antonio, sec. XVII,

","Grandi Michele Antonio a Foggini Giovanni Battista, 16 aprile 1677.
","Tipologia: letteraIncipit: ""Per questo ordinario non o auto sua cortesissima, la passata...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 98, c. 146r<br/>
</td>","Foggini, Giovanni Battista, 1652-1725,  (destinatario.)
","*Argomenti privati.
","*Carrara  (provenienza.)*Firenze  (destinazione.)
"
"Vettori, F. M., sec. XVII,

","Vettori F. M. a Pittei Giovanni, 7 febbraio 1681.
","Tipologia: letteraIncipit: ""Potrà Vostra Signoria dire al Signor Viviani che i globi non sono ancora venduti...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 99, c. 147r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (citato.)
Pittei, Giovanni, sec. XVII,  (destinatario.)
","*Strumenti.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Ferroni, Giuseppe, 1628-1709,

","Ferroni Giuseppe a Ferroni Pier Antonio, 27 settembre 1691.
","Tipologia: letteraIncipit: ""Se ne viene a Firenze due o tre giorni a veder correre il Palio di S. Giovanni...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 100, c. 149r-150v<br/>
</td>","Ferroni, Pier Antonio, sec. XVII,  (destinatario.)
Viviani, Vincenzo, 1622-1703,  (citato.)
Magliabechi, Antonio, 1633-1714,  (citato.)
Morozzi, Pier Antonio, sec. XVII,  (citato.)
Biringucci, Pietro, sec. XVII,  (citato.)
","*Argomenti privati.
","*Siena  (provenienza.)*Firenze  (destinazione.)
"
"Kochanski, Adam Adamandy, 1631-1700,

","Kochanski Adam Adamand a Ferroni Giuseppe, 16 luglio 1692.
","Tipologia: letteraIncipit: ""Non posso indovinare per quale cagione la lettera di Vostra Signoria Reverendissima de' 14 maggio...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 101, c. 151r<br/>
</td>","Leibniz, Gottfried Wilhelm, 1646-1716,  (citato.)
Ferroni, Giuseppe, 1628-1709,  (destinatario.)
Viviani, Vincenzo, 1622-1703,  (copista.)
","*Notizie di libri.
","*Varsavia  (provenienza.)
"
"Aldobrandini, Alessandro, 1667-1734,

","Aldobrandini Alessandro a Panzanini Iacopo, 14 marzo 1693.
","Tipologia: letteraIncipit: ""Gli obblighi che mi corrono colla persona di Vostra Signoria Illustrissima sono infiniti...""Sui libri proibiti dall'Inquisizione. A c. 153r-v: ""Nota dei Cardinali deputati per intervenire  alla Congregazione del S. Offizio"" e ""Nota dei Prelati e Religiosi et Altri che intervengano all'istessa Congregazione del S. Offizio""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 102, c. 152r-153v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
Panzanini, Iacopo, m. 1733,  (destinatario.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Dunyn Szpot, Thomas Ignatius, 1644-1716,

","Dunyn Szpot Thomas Ignatius a Ferroni Giuseppe, 11 aprile 1693.
","Tipologia: letteraIncipit: ""Commissa Favoniis Ad[ami] Reverendi Prioris Rectoris Collegii Senensis, quem nondum...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 103, c. 155r<br/>
</td>","Ferroni, Giuseppe, 1628-1709,  (destinatario.)
Kochanski, Adam Adamandy, 1631-1700,  (citato.)
Viviani, Vincenzo, 1622-1703,  (citato.)
","*Argomenti privati.
","*Roma  (provenienza.)*Siena  (destinazione.)
"
"Aldobrandini, Alessandro, 1667-1734,

","Aldobrandini Alessandro a Panzanini Iacopo, 12 marzo 1695.
","Tipologia: letteraIncipit: ""E' ormai un gran pezzo che che non ricevo suoi comandi, e per conseguenza non ho nuova della sua persona...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 104, c. 157r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (citato.)
Panzanini, Iacopo, m. 1733,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Cagnoni, Giuseppe, sec. XVII,

","Cagnoni Giuseppe a Sansoni Giuseppe, 18 agosto 1696.
","Tipologia: letteraIncipit: ""I have received your box you have send me from...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 105, c. 159r<br/>
</td>","Southwell, Robert, 1635-1702,  (citato.)
Pollini, Alessandro, sec. XVI-XVII,  (citato.)
Sansoni, Giuseppe, sec. XVII,  (destinatario.)
","*Argomenti privati.
","*Oldburg  (provenienza.)
"
"Sherard, William, 1659-1728,

","Sherard William a [non identificato], 12 luglio 1697.
","Tipologia: letteraIncipit: ""Per una lettera ultimamente ricevuta dal Signor Console Burrous, io trovo, che egli non ha ricevuto i libri...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 106, c. 161r<br/>
</td>","Burrhus, Alexander, sec. XVII,  (citato.)
Wallis, John, 1616-1703,  (citato.)
Viviani, Vincenzo, 1622-1703,  (citato.)
Newton, Isaac, 1642-1727,  (citato.)
","*Notizie di libri.
","*Hayne  (provenienza.)
"
"Aldobrandini, Alessandro, 1667-1734,

","Aldobrandini Alessandro a Panzanini Iacopo, 28 giugno 1698.
","Tipologia: letteraIncipit: ""L'assicuro che il Signor Giuseppe Taglia ha durato molta fatica per servirlo...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 107, c. 162r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (citato.)
Taglia, Giuseppe, sec. XVII-XVIII,  (citato.)
Panzanini, Iacopo, m. 1733,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
,"12 lettere di Jacopo Panzanini.
","Tipologia: manoscrittoIncipit: ""Ho ricevuto la gentilissima di Vostra Signoria con gli due esemplari...""Explicit: ""...con ossequioso rispetto mi confermo sempre""Si tratta della copia di 12 lettere tutte inviate dal Panzanini a non noti destinatari tra il 1710 e il 1715
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 108, c. 164r-175r<br/>
</td>",,"*Notizie di libri.
",
"Panzanini, Iacopo, m. 1733,

","Panzanini Iacopo a [non identificato], [s.d.].
","Tipologia: letteraIncipit: ""Ringrazio infinitamente Vostra Signoria Illustrissima di quanto ha operato per me col Signor Giuseppe Taglia...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 109, c. 176r-177r<br/>
</td>","Taglia, Giuseppe, sec. XVII-XVIII,  (citato.)
Baldigiani, Antonio, 1647-1711,  (citato.)
","*Argomenti privati.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Poltri, [s.d.].
","Tipologia: letteraIncipit: ""Con tutto che Vincenzo Viviani per benigno moto proprio del Serenissimo Gran Duca Ferdinando ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 110, c. 178r-v<br/>
</td>","Poltri, sec. XVII,  (destinatario.)
","*Idraulica.
",
,"[Non identificato] a Rucellai Orazio, [s.d.].
","Tipologia: letteraIncipit: ""ma che direm noi delle tante e tante nuove maravigliosissime...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 111, c. 180r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (citato.)
Rucellai, Orazio, 1614-1674,  (destinatario.)
","*Argomenti privati.
","*Firenze  (destinazione.)
"
